epoch,step,test_acc,test_balanced_acc,test_loss,test_macro_f1,test_macro_precision,test_macro_recall,test_weighted_f1,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,56,,,,,,,,,,,,,,,0.2873051166534424,0.12779869139194489,2.055776834487915,0.11057642102241516,0.11667977273464203,0.12779869139194489,0.22746185958385468
0,56,,,,,,,,0.2249373495578766,0.09306073188781738,2.300459146499634,0.0804172232747078,0.1004040390253067,0.09306073188781738,0.17615273594856262,,,,,,,
1,113,,,,,,,,,,,,,,,0.3301781713962555,0.18265892565250397,1.9176313877105713,0.17875570058822632,0.2565605640411377,0.18265892565250397,0.2930387258529663
1,113,,,,,,,,0.3112642765045166,0.1507340520620346,1.9592276811599731,0.13994823396205902,0.17783695459365845,0.1507340520620346,0.2648099362850189,,,,,,,
2,170,,,,,,,,,,,,,,,0.34966591000556946,0.21854236721992493,1.8532229661941528,0.21903802454471588,0.2538307309150696,0.21854236721992493,0.3158753514289856
2,170,,,,,,,,0.3360484540462494,0.1905519962310791,1.8569273948669434,0.18837019801139832,0.25306469202041626,0.1905519962310791,0.30065980553627014,,,,,,,
3,227,,,,,,,,,,,,,,,0.3532850742340088,0.24156403541564941,1.812001347541809,0.2299635112285614,0.24050548672676086,0.24156403541564941,0.3179440498352051
3,227,,,,,,,,0.3572821021080017,0.23685233294963837,1.8029283285140991,0.2417472004890442,0.2902809679508209,0.23685233294963837,0.327819287776947,,,,,,,
4,284,,,,,,,,,,,,,,,0.3691536784172058,0.269707053899765,1.7837988138198853,0.25533246994018555,0.2787456512451172,0.269707053899765,0.3385807275772095
4,284,,,,,,,,0.3649401366710663,0.26081693172454834,1.768429160118103,0.26061680912971497,0.3596842288970947,0.26081693172454834,0.33426129817962646,,,,,,,
5,341,,,,,,,,,,,,,,,0.37082403898239136,0.2709946930408478,1.763501763343811,0.2507172226905823,0.25350844860076904,0.2709946930408478,0.3401814103126526
5,341,,,,,,,,0.37259817123413086,0.27789032459259033,1.743254542350769,0.2763865292072296,0.3584328889846802,0.27789032459259033,0.34426167607307434,,,,,,,
6,398,,,,,,,,,,,,,,,0.3736080229282379,0.2901059091091156,1.7489171028137207,0.28097349405288696,0.31021326780319214,0.2901059091091156,0.34587371349334717
