epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.9949748743718593,,0.9886363636363636,0.9967948717948718,0.9886363636363636,0.9926451565214178,0.9949540733196233
