epoch,step,test_acc,test_balanced_acc,test_loss,test_macro_f1,test_macro_precision,test_macro_recall,test_weighted_f1,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,0,,,,,,,,,,,,,,,0.75,0.5,0.6278136968612671,0.4285714328289032,0.375,0.5,0.6428571343421936
0,0,,,,,,,,0.6781609058380127,0.5050594806671143,0.6765466332435608,0.49928054213523865,0.5071806311607361,0.5050594806671143,0.6506408452987671,,,,,,,
1,1,,,,,,,,,,,,,,,0.75,0.5,0.5807347893714905,0.4285714328289032,0.375,0.5,0.6428571343421936
1,1,,,,,,,,0.7528735399246216,0.5,0.608973503112793,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
2,2,,,,,,,,,,,,,,,0.75,0.5,0.5494266748428345,0.4285714328289032,0.375,0.5,0.6428571343421936
2,2,,,,,,,,0.7528735399246216,0.5,0.5611028671264648,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
3,3,,,,,,,,,,,,,,,0.75,0.5,0.5305182337760925,0.4285714328289032,0.375,0.5,0.6428571343421936
3,3,,,,,,,,0.7528735399246216,0.5,0.5306077599525452,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
4,4,,,,,,,,,,,,,,,0.75,0.5,0.5186032652854919,0.4285714328289032,0.375,0.5,0.6428571343421936
4,4,,,,,,,,0.7528735399246216,0.5,0.5136936902999878,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
5,5,,,,,,,,,,,,,,,0.75,0.5,0.5081983804702759,0.4285714328289032,0.375,0.5,0.6428571343421936
5,5,,,,,,,,0.7528735399246216,0.5,0.5043237805366516,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
6,6,,,,,,,,,,,,,,,0.75,0.5,0.49589958786964417,0.4285714328289032,0.375,0.5,0.6428571343421936
6,6,,,,,,,,0.7528735399246216,0.5,0.49633651971817017,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
7,7,,,,,,,,,,,,,,,0.75,0.5,0.4807738959789276,0.4285714328289032,0.375,0.5,0.6428571343421936
7,7,,,,,,,,0.7528735399246216,0.5,0.485839307308197,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
8,8,,,,,,,,,,,,,,,0.7727272510528564,0.5454545617103577,0.46356436610221863,0.5175438523292542,0.8837209343910217,0.5454545617103577,0.6929824948310852
8,8,,,,,,,,0.7528735399246216,0.5,0.4716448187828064,0.42950817942619324,0.3764367699623108,0.5,0.6467307209968567,,,,,,,
