epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,4,,,,,0.1853281855583191,1.6314271688461304
0,4,,,0.19189412891864777,1.6271203756332397,,
1,9,,,,,0.1853281855583191,1.5956215858459473
1,9,,,0.19520264863967896,1.5908278226852417,,
2,14,,,,,0.17760618031024933,1.5606542825698853
2,14,,,0.19851116836071014,1.5549180507659912,,
3,19,,,,,0.1853281855583191,1.5266873836517334
3,19,,,0.20512820780277252,1.5192893743515015,,
4,24,,,,,0.19691120088100433,1.4932862520217896
4,24,,,0.22001653909683228,1.4861698150634766,,
5,29,,,,,0.22007721662521362,1.460914134979248
5,29,,,0.23573200404644012,1.4528834819793701,,
6,34,,,,,0.2277992218732834,1.429632544517517
6,34,,,0.24896608293056488,1.4207255840301514,,
7,39,,,,,0.2471042424440384,1.3993120193481445
7,39,,,0.26385441422462463,1.389796257019043,,
8,44,,,,,0.2702702581882477,1.3701156377792358
8,44,,,0.28784120082855225,1.3597478866577148,,
9,49,,,,,0.29343628883361816,1.3420960903167725
9,49,,,0.31430935859680176,1.3305336236953735,,
10,54,,,,,0.33976835012435913,1.3150395154953003
10,54,,,0.34077751636505127,1.3030064105987549,,
11,59,,,,,0.37451738119125366,1.289115309715271
11,59,,,0.37220844626426697,1.2760727405548096,,
12,64,,,,,0.3861003816127777,1.2643369436264038
12,64,,,0.40281224250793457,1.2502223253250122,,
13,69,,,,,0.40154439210891724,1.2404453754425049
13,69,,,0.4334160387516022,1.226023554801941,,
14,74,,,,,0.4285714328289032,1.21774160861969
14,74,,,0.46401986479759216,1.202184796333313,,
15,79,,,,,0.4478764533996582,1.1959943771362305
15,79,,,0.502894937992096,1.1797940731048584,,
16,84,,,,,0.4942084848880768,1.1752474308013916
16,84,,,0.5359801650047302,1.1581155061721802,,
17,89,,,,,0.5212355256080627,1.15531587600708
17,89,,,0.5632754564285278,1.137794017791748,,
18,94,,,,,0.5482625365257263,1.136345624923706
18,94,,,0.586435079574585,1.1183711290359497,,
19,99,,,,,0.5830115675926208,1.1185084581375122
19,99,,,0.6079404354095459,1.0992738008499146,,
20,100,0.6307692527770996,1.078629493713379,,,,
