epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.4652777777777778,0.4574592074592075,0.4563310069790628,0.4574592074592075,0.45580368098159507,0.4617873210633946,0.55,,0.55,0.5500061736016792,0.55,0.5499861106824284,0.5499861106824284
