epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,1,,,,,0.9692307710647583,0.6470474600791931
0,1,,,0.5,0.6855089664459229,,
1,3,,,,,0.9230769276618958,0.6018977761268616
1,3,,,0.8881579041481018,0.6395163536071777,,
2,5,,,,,0.9076923131942749,0.5531682968139648
2,5,,,0.9111841917037964,0.5957739949226379,,
3,7,,,,,0.892307698726654,0.49905818700790405
3,7,,,0.9177631735801697,0.5449416637420654,,
4,9,,,,,0.892307698726654,0.44137996435165405
4,9,,,0.9111841917037964,0.4947172999382019,,
5,11,,,,,0.9076923131942749,0.38316869735717773
5,11,,,0.9177631735801697,0.44458329677581787,,
6,13,,,,,0.9076923131942749,0.3279627859592438
6,13,,,0.9078947305679321,0.3895363509654999,,
7,15,,,,,0.9230769276618958,0.2787379324436188
7,15,,,0.9078947305679321,0.34312453866004944,,
8,17,,,,,0.9230769276618958,0.2356606423854828
8,17,,,0.9046052694320679,0.30296480655670166,,
9,19,,,,,0.9384615421295166,0.19893892109394073
9,19,,,0.9078947305679321,0.27278900146484375,,
10,21,,,,,0.9692307710647583,0.16920775175094604
10,21,,,0.9078947305679321,0.24433322250843048,,
11,23,,,,,0.9692307710647583,0.14560307562351227
11,23,,,0.9078947305679321,0.22734767198562622,,
12,25,,,,,0.9692307710647583,0.12721160054206848
12,25,,,0.9210526347160339,0.20449510216712952,,
13,27,,,,,0.9692307710647583,0.11363011598587036
13,27,,,0.9210526347160339,0.1948361098766327,,
14,29,,,,,0.9692307710647583,0.1036674827337265
14,29,,,0.9243420958518982,0.1857624500989914,,
15,31,,,,,0.9692307710647583,0.09639155119657516
15,31,,,0.9342105388641357,0.16950277984142303,,
16,33,,,,,0.9692307710647583,0.0913095772266388
16,33,,,0.9407894611358643,0.1509736031293869,,
17,35,,,,,0.9692307710647583,0.08591867238283157
17,35,,,0.9473684430122375,0.14882640540599823,,
18,37,,,,,0.9692307710647583,0.07873319089412689
18,37,,,0.9506579041481018,0.13649477064609528,,
19,39,,,,,0.9692307710647583,0.07167249917984009
19,39,,,0.9671052694320679,0.12018271535634995,,
20,40,0.939393937587738,0.15964697301387787,,,,
