epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.7272727272727273,0.6482758620689655,0.7047619047619047,0.6482758620689655,0.65625,0.7059659090909091,0.8909090909090909,,0.7857142857142857,0.9361702127659575,0.7857142857142857,0.8295454545454546,0.8797520661157024
