epoch,step,test_acc,test_balanced_acc,test_loss,test_macro_f1,test_macro_precision,test_macro_recall,test_weighted_f1,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,3,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.6645964980125427,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
0,3,,,,,,,,0.7635206580162048,0.4980638027191162,0.6834673881530762,0.4977009892463684,0.4978635311126709,0.4980638027191162,0.7577083110809326,,,,,,,
1,7,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.637688398361206,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
1,7,,,,,,,,0.8557794094085693,0.5,0.656443178653717,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
2,11,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.6123513579368591,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
2,11,,,,,,,,0.8557794094085693,0.5,0.6316932439804077,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
3,15,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.5879678726196289,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
3,15,,,,,,,,0.8557794094085693,0.5,0.607481062412262,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
4,19,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.5616441369056702,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
4,19,,,,,,,,0.8557794094085693,0.5,0.583900511264801,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
5,23,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.5271725654602051,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
5,23,,,,,,,,0.8557794094085693,0.5,0.5566720962524414,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
6,27,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.47582918405532837,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
6,27,,,,,,,,0.8557794094085693,0.5,0.5205116271972656,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
7,31,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.41187596321105957,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
7,31,,,,,,,,0.8557794094085693,0.5,0.46592262387275696,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
8,35,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.3927040994167328,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
8,35,,,,,,,,0.8557794094085693,0.5,0.4241449534893036,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
9,39,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.3932425379753113,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
9,39,,,,,,,,0.8557794094085693,0.5,0.4287092685699463,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
10,43,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.3845672607421875,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
10,43,,,,,,,,0.8557794094085693,0.5,0.41838324069976807,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
11,47,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.39205917716026306,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
11,47,,,,,,,,0.8557794094085693,0.5,0.4115378260612488,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
12,51,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.39355188608169556,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
12,51,,,,,,,,0.8557794094085693,0.5,0.4131571352481842,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
13,55,,,,,,,,,,,,,,,0.8686440587043762,0.5,0.38982272148132324,0.46485263109207153,0.4343220293521881,0.5,0.8075829744338989
13,55,,,,,,,,0.8557794094085693,0.5,0.41305893659591675,0.4611428380012512,0.42788970470428467,0.5,0.7892731428146362,,,,,,,
