epoch,step,test_acc,test_balanced_acc,test_loss,test_macro_f1,test_macro_precision,test_macro_recall,test_weighted_f1,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,1,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.691070556640625,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
0,1,,,,,,,,0.4847457706928253,0.4712877869606018,0.6932557821273804,0.47132617235183716,0.47154128551483154,0.4712877869606018,0.48588788509368896,,,,,,,
1,3,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6894856691360474,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
1,3,,,,,,,,0.5864406824111938,0.5,0.6909199357032776,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
2,5,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.687774121761322,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
2,5,,,,,,,,0.5864406824111938,0.5,0.6891395449638367,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
3,7,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6860108971595764,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
3,7,,,,,,,,0.5864406824111938,0.5,0.6872391700744629,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
4,9,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6843498945236206,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
4,9,,,,,,,,0.5864406824111938,0.5,0.6852649450302124,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
5,11,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6829004883766174,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
5,11,,,,,,,,0.5864406824111938,0.5,0.6834366917610168,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
6,13,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6817434430122375,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
6,13,,,,,,,,0.5864406824111938,0.5,0.6818780303001404,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
7,15,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6808926463127136,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
7,15,,,,,,,,0.5864406824111938,0.5,0.6805056929588318,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
8,17,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6803407073020935,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
8,17,,,,,,,,0.5864406824111938,0.5,0.6796060800552368,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
9,19,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6800385117530823,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
9,19,,,,,,,,0.5864406824111938,0.5,0.6787165403366089,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
10,21,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6799413561820984,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
10,21,,,,,,,,0.5864406824111938,0.5,0.6785087585449219,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
11,23,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6799858212471008,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
11,23,,,,,,,,0.5864406824111938,0.5,0.6781520247459412,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
12,25,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6801340579986572,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
12,25,,,,,,,,0.5864406824111938,0.5,0.6780295372009277,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
13,27,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6803864240646362,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
13,27,,,,,,,,0.5864406824111938,0.5,0.6780720949172974,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
14,29,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6806967854499817,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
14,29,,,,,,,,0.5864406824111938,0.5,0.678317129611969,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
15,31,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6810375452041626,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
15,31,,,,,,,,0.5864406824111938,0.5,0.6784194707870483,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
16,33,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6814698576927185,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
16,33,,,,,,,,0.5864406824111938,0.5,0.6786862015724182,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
17,35,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6818902492523193,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
17,35,,,,,,,,0.5864406824111938,0.5,0.6791338920593262,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
18,37,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6821646094322205,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
18,37,,,,,,,,0.5864406824111938,0.5,0.6794702410697937,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
19,39,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6822799444198608,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
19,39,,,,,,,,0.5864406824111938,0.5,0.6796911954879761,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
20,41,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6822025179862976,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
20,41,,,,,,,,0.5864406824111938,0.5,0.6797829270362854,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
21,43,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6819649338722229,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
21,43,,,,,,,,0.5864406824111938,0.5,0.6797043681144714,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
22,45,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6816375255584717,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
22,45,,,,,,,,0.5864406824111938,0.5,0.6794753074645996,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
23,47,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6812317967414856,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
23,47,,,,,,,,0.5864406824111938,0.5,0.6791872382164001,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
24,49,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6808931827545166,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
24,49,,,,,,,,0.5864406824111938,0.5,0.6789973378181458,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
25,51,,,,,,,,,,,,,,,0.5810810923576355,0.5,0.6806638836860657,0.36752134561538696,0.29054054617881775,0.5,0.4271194040775299
25,51,,,,,,,,0.5864406824111938,0.5,0.6786549687385559,0.36965811252593994,0.2932203412055969,0.5,0.4335651099681854,,,,,,,
26,52,0.5869565606117249,0.5,0.6780315637588501,0.36986300349235535,0.29347825050354004,0.5,0.43418702483177185,,,,,,,,,,,,,,
