epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.7735346358792184,0.5154713961749855,0.6708443916940036,0.5154713961749855,0.5220236601394431,0.7304408446059659,,,,,,,
