epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.8045977011494253,0.4567155593902789,0.6108269394714407,0.4567155593902789,0.49081196581196584,0.7749975439630612,,,,,,,
