epoch,step,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,0,,,,,,,,0.7755101919174194,0.7689393758773804,0.679933488368988,0.7555555105209351,0.7491227984428406,0.7689393758773804,0.779786229133606
0,0,0.6206896305084229,0.5954681634902954,0.6833391189575195,0.5894466042518616,0.5886164307594299,0.5954681634902954,0.6277193427085876,,,,,,,
1,1,,,,,,,,0.7346938848495483,0.7064393758773804,0.6783099174499512,0.7030303478240967,0.7003676891326904,0.7064393758773804,0.7366728782653809
1,1,0.6482758522033691,0.610824704170227,0.6816570162773132,0.6089164018630981,0.6076345443725586,0.610824704170227,0.6508427858352661,,,,,,,
2,2,,,,,,,,0.7142856121063232,0.6751893758773804,0.6767001152038574,0.6751894354820251,0.6751893758773804,0.6751893758773804,0.7142857313156128
2,2,0.6896551847457886,0.6417526006698608,0.6799881458282471,0.6438512802124023,0.6466666460037231,0.6417526006698608,0.6870126724243164,,,,,,,
3,3,,,,,,,,0.6938775777816772,0.6439393758773804,0.6751040816307068,0.6461242437362671,0.6490195989608765,0.6439393758773804,0.6912246346473694
3,3,0.6896551847457886,0.636490523815155,0.6783328056335449,0.6396819353103638,0.6448928117752075,0.636490523815155,0.6850280165672302,,,,,,,
4,4,,,,,,,,0.6734693646430969,0.5965908765792847,0.6735207438468933,0.5999999642372131,0.6148648262023926,0.5965908765792847,0.6594752073287964
4,4,0.7034482955932617,0.6467998027801514,0.6766913533210754,0.6514617800712585,0.6602954864501953,0.6467998027801514,0.6969499588012695,,,,,,,
5,5,,,,,,,,0.7142856121063232,0.626893937587738,0.671950101852417,0.6335470080375671,0.6717948913574219,0.626893937587738,0.6932234764099121
5,5,0.7034482955932617,0.6204897165298462,0.6750635504722595,0.6259523630142212,0.6587436199188232,0.6204897165298462,0.6834872961044312,,,,,,,
6,6,,,,,,,,0.6938775777816772,0.595643937587738,0.6703920364379883,0.5972602963447571,0.6402778029441833,0.595643937587738,0.6656975746154785
6,6,0.7103448510169983,0.625644326210022,0.6734495162963867,0.6317126154899597,0.6695652008056641,0.625644326210022,0.6892197132110596,,,,,,,
7,7,,,,,,,,0.7142856121063232,0.5946969985961914,0.668846607208252,0.589712917804718,0.6937984228134155,0.5946969985961914,0.6681476831436157
7,7,0.7172414064407349,0.6202749013900757,0.6718494296073914,0.6247079968452454,0.6866666674613953,0.6202749013900757,0.6876820921897888,,,,,,,
8,8,,,,,,,,0.6938775777816772,0.5634469985961914,0.6673141717910767,0.5454545021057129,0.6522727012634277,0.5634469985961914,0.6355684399604797
8,8,0.7310344576835632,0.625322163105011,0.6702629923820496,0.6291559934616089,0.724078357219696,0.625322163105011,0.6948408484458923,,,,,,,
9,9,,,,,,,,0.6938775777816772,0.5634469985961914,0.6657954454421997,0.5454545021057129,0.6522727012634277,0.5634469985961914,0.6355684399604797
9,9,0.7379310131072998,0.6304768323898315,0.6686903238296509,0.6350026726722717,0.7430000305175781,0.6304768323898315,0.7005025744438171,,,,,,,
10,10,,,,,,,,0.6734693646430969,0.5321969985961914,0.6642913222312927,0.49743589758872986,0.5944444537162781,0.5321969985961914,0.6006279587745667
10,10,0.7379310131072998,0.6252147555351257,0.6671314835548401,0.6272997856140137,0.755030632019043,0.6252147555351257,0.6959191560745239,,,,,,,
11,11,,,,,,,,0.6734693646430969,0.5321969985961914,0.6628018617630005,0.49743589758872986,0.5944444537162781,0.5321969985961914,0.6006279587745667
11,11,0.7379310131072998,0.6146907210350037,0.665586531162262,0.6102150678634644,0.7911668419837952,0.6146907210350037,0.6856136322021484,,,,,,,
12,12,,,,,,,,0.6938775777816772,0.5473484992980957,0.6613278388977051,0.5103264451026917,0.6811594367027283,0.5473484992980957,0.614338755607605
12,12,0.7241379022598267,0.5938574075698853,0.664055347442627,0.5797101855278015,0.773809552192688,0.5938574075698853,0.6629685759544373,,,,,,,
13,13,,,,,,,,0.6530612111091614,0.4848484992980957,0.6598696112632751,0.395061731338501,0.3333333432674408,0.4848484992980957,0.5321239829063416
13,13,0.7241379022598267,0.5938574075698853,0.6625381112098694,0.5797101855278015,0.773809552192688,0.5938574075698853,0.6629685759544373,,,,,,,
14,14,,,,,,,,0.6734693646430969,0.5,0.6584271788597107,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
14,14,0.7241379022598267,0.5938574075698853,0.6610345840454102,0.5797101855278015,0.773809552192688,0.5938574075698853,0.6629685759544373,,,,,,,
15,15,,,,,,,,0.6734693646430969,0.5,0.6570009589195251,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
15,15,0.7310344576835632,0.599012017250061,0.6595447063446045,0.5850759744644165,0.8127543926239014,0.599012017250061,0.6682384014129639,,,,,,,
16,16,,,,,,,,0.6734693646430969,0.5,0.6555908918380737,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
16,16,0.7172414064407349,0.5781787037849426,0.6580683588981628,0.5523680448532104,0.7973856329917908,0.5781787037849426,0.6441724896430969,,,,,,,
17,17,,,,,,,,0.6734693646430969,0.5,0.6541969776153564,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
17,17,0.7103448510169983,0.567762017250061,0.6566056609153748,0.5352563858032227,0.7878649234771729,0.567762017250061,0.631653368473053,,,,,,,
18,18,,,,,,,,0.6734693646430969,0.5,0.6528191566467285,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
18,18,0.7172414064407349,0.5729166865348816,0.6551563739776611,0.5400387048721313,0.8514492511749268,0.5729166865348816,0.636515736579895,,,,,,,
19,19,,,,,,,,0.6734693646430969,0.5,0.6514575481414795,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
19,19,0.7172414064407349,0.5729166865348816,0.6537203192710876,0.5400387048721313,0.8514492511749268,0.5729166865348816,0.636515736579895,,,,,,,
20,20,,,,,,,,0.6734693646430969,0.5,0.650111973285675,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
20,20,0.7103448510169983,0.5625,0.6522974967956543,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
21,21,,,,,,,,0.6734693646430969,0.5,0.6487825512886047,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
21,21,0.7103448510169983,0.5625,0.650887668132782,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
22,22,,,,,,,,0.6734693646430969,0.5,0.6474694013595581,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
22,22,0.7103448510169983,0.5625,0.649491012096405,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
23,23,,,,,,,,0.6734693646430969,0.5,0.6461719870567322,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
23,23,0.7103448510169983,0.5625,0.6481069922447205,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
24,24,,,,,,,,0.6734693646430969,0.5,0.6448904871940613,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
24,24,0.7103448510169983,0.5625,0.646735668182373,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
25,25,,,,,,,,0.6734693646430969,0.5,0.6436247825622559,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
25,25,0.7103448510169983,0.5625,0.645376980304718,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
26,26,,,,,,,,0.6734693646430969,0.5,0.6423746943473816,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
26,26,0.7103448510169983,0.5625,0.6440306901931763,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
27,27,,,,,,,,0.6734693646430969,0.5,0.6411399841308594,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
27,27,0.7103448510169983,0.5625,0.6426964998245239,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
28,28,,,,,,,,0.6734693646430969,0.5,0.639920711517334,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
28,28,0.7103448510169983,0.5625,0.6413745284080505,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
29,29,,,,,,,,0.6734693646430969,0.5,0.6387163996696472,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
29,29,0.7103448510169983,0.5625,0.6400642395019531,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
30,30,,,,,,,,0.6734693646430969,0.5,0.6375270485877991,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
30,30,0.7103448510169983,0.5625,0.6387657523155212,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
31,31,,,,,,,,0.6734693646430969,0.5,0.6363521218299866,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
31,31,0.7103448510169983,0.5625,0.6374788284301758,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
32,32,,,,,,,,0.6734693646430969,0.5,0.6351915597915649,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
32,32,0.7103448510169983,0.5625,0.6362031698226929,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
33,33,,,,,,,,0.6734693646430969,0.5,0.6340449452400208,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
33,33,0.7103448510169983,0.5625,0.634938657283783,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
34,34,,,,,,,,0.6734693646430969,0.5,0.6329120397567749,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
34,34,0.7103448510169983,0.5625,0.6336848139762878,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
35,35,,,,,,,,0.6734693646430969,0.5,0.6317926049232483,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
35,35,0.7103448510169983,0.5625,0.632442057132721,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
36,36,,,,,,,,0.6734693646430969,0.5,0.6306861639022827,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
36,36,0.7103448510169983,0.5625,0.6312098503112793,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
37,37,,,,,,,,0.6734693646430969,0.5,0.6295924186706543,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
37,37,0.7103448510169983,0.5625,0.6299881339073181,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
38,38,,,,,,,,0.6734693646430969,0.5,0.6285111308097839,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
38,38,0.7103448510169983,0.5625,0.6287765502929688,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
39,39,,,,,,,,0.6734693646430969,0.5,0.6274420022964478,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
39,39,0.7103448510169983,0.5625,0.6275750994682312,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
40,40,,,,,,,,0.6734693646430969,0.5,0.6263847351074219,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
40,40,0.7103448510169983,0.5625,0.6263835430145264,0.5221280455589294,0.8489208221435547,0.5625,0.6234755516052246,,,,,,,
41,41,,,,,,,,0.6734693646430969,0.5,0.6253389120101929,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
41,41,0.7172414064407349,0.5729166865348816,0.6252017021179199,0.5400387048721313,0.8514492511749268,0.5729166865348816,0.636515736579895,,,,,,,
42,42,,,,,,,,0.6734693646430969,0.5,0.6243044137954712,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
42,42,0.7172414064407349,0.5729166865348816,0.6240295171737671,0.5400387048721313,0.8514492511749268,0.5729166865348816,0.636515736579895,,,,,,,
43,43,,,,,,,,0.6734693646430969,0.5,0.6232807636260986,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
43,43,0.7172414064407349,0.5729166865348816,0.6228665113449097,0.5400387048721313,0.8514492511749268,0.5729166865348816,0.636515736579895,,,,,,,
44,44,,,,,,,,0.6734693646430969,0.5,0.6222678422927856,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
44,44,0.7172414064407349,0.5729166865348816,0.6217128038406372,0.5400387048721313,0.8514492511749268,0.5729166865348816,0.636515736579895,,,,,,,
45,45,,,,,,,,0.6734693646430969,0.5,0.6212652921676636,0.40243902802467346,0.33673468232154846,0.5,0.5420607328414917
