epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.8320266096459967,,0.8014513096249171,0.8461391496496776,0.8014513096249171,0.8213611318197469,0.8317682129740364
