epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.37205987170349253,0.29031416453313164,0.27884916854090036,0.29031416453313164,0.2671621635905132,0.33899473265817553,,,,,,,
