epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.9972413793103448,0.5353932584269663,0.5706700988219169,0.5353932584269663,0.5504803228255625,0.9963318999239231,,,,,,,
