epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.7800668151447662,0.7737242999240657,0.7947266709451131,0.7737242999240657,0.7809059291319529,0.779698670118045,0.7803519714858543,,0.7611015690275447,0.7746114371488212,0.7611015690275447,0.7646158430380353,0.7800371920757537
