epoch,step,test_acc,test_balanced_acc,test_loss,test_macro_f1,test_macro_precision,test_macro_recall,test_weighted_f1,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,6,,,,,,,,,,,,,,,0.7463414669036865,0.7444170117378235,1.2134945392608643,0.7377283573150635,0.7489281892776489,0.7444170117378235,0.7414760589599609
0,6,,,,,,,,0.6385836601257324,0.6348801851272583,1.7837603092193604,0.6358623504638672,0.6461888551712036,0.6348801851272583,0.6372114419937134,,,,,,,
1,13,,,,,,,,,,,,,,,0.7268292903900146,0.7238426804542542,0.8712523579597473,0.7213619947433472,0.7344496250152588,0.7238426804542542,0.7236971259117126
1,13,,,,,,,,0.7374847531318665,0.7329857349395752,1.0352280139923096,0.7295608520507812,0.7335267066955566,0.7329857349395752,0.7324946522712708,,,,,,,
2,20,,,,,,,,,,,,,,,0.7268292903900146,0.7235366106033325,0.8049963116645813,0.7278143167495728,0.745320200920105,0.7235366106033325,0.7292294502258301
2,20,,,,,,,,0.7338217496871948,0.7295683026313782,0.8286014199256897,0.7271124720573425,0.7340167164802551,0.7295683026313782,0.7303714156150818,,,,,,,
3,27,,,,,,,,,,,,,,,0.714634120464325,0.7156521677970886,0.8043191432952881,0.716997504234314,0.7307494878768921,0.7156521677970886,0.7183340787887573
3,27,,,,,,,,0.7393162250518799,0.7356747388839722,0.788594126701355,0.7360826730728149,0.7402387261390686,0.7356747388839722,0.7390941977500916,,,,,,,
4,34,,,,,,,,,,,,,,,0.7170731425285339,0.7162653207778931,0.8021523952484131,0.7176284790039062,0.7299720048904419,0.7162653207778931,0.7197438478469849
4,34,,,,,,,,0.7405372262001038,0.7371035218238831,0.780698835849762,0.7390955686569214,0.7433751225471497,0.7371035218238831,0.7417702078819275,,,,,,,
5,41,,,,,,,,,,,,,,,0.7170731425285339,0.7143065333366394,0.8009724020957947,0.7170981168746948,0.7277573943138123,0.7143065333366394,0.7193096876144409
5,41,,,,,,,,0.7466422319412231,0.7433961629867554,0.7762830257415771,0.7429816126823425,0.7457525730133057,0.7433961629867554,0.7461035847663879,,,,,,,
6,48,,,,,,,,,,,,,,,0.7219512462615967,0.7181527018547058,0.8014761805534363,0.721966564655304,0.7349916696548462,0.7181527018547058,0.7244256138801575
6,48,,,,,,,,0.7466422319412231,0.7436864972114563,0.7714173197746277,0.7431033253669739,0.7473610639572144,0.7436864972114563,0.7461221814155579,,,,,,,
7,55,,,,,,,,,,,,,,,0.7219512462615967,0.7178007960319519,0.7986756563186646,0.7185757160186768,0.7301320433616638,0.7178007960319519,0.7223522663116455
7,55,,,,,,,,0.7435897588729858,0.7405616641044617,0.7678872346878052,0.7395038604736328,0.7436057329177856,0.7405616641044617,0.7425076365470886,,,,,,,
8,62,,,,,,,,,,,,,,,0.7219512462615967,0.7199032306671143,0.8066001534461975,0.7208481431007385,0.7316204905509949,0.7199032306671143,0.7223988771438599
8,62,,,,,,,,0.742368757724762,0.7383253574371338,0.7619033455848694,0.7373491525650024,0.740398108959198,0.7383253574371338,0.7401608228683472,,,,,,,
9,69,,,,,,,,,,,,,,,0.709756076335907,0.7070563435554504,0.8005633354187012,0.7073224782943726,0.7134562730789185,0.7070563435554504,0.7100131511688232
9,69,,,,,,,,0.7417582273483276,0.739234209060669,0.758605420589447,0.7371875047683716,0.7375017404556274,0.739234209060669,0.7401631474494934,,,,,,,
10,76,,,,,,,,,,,,,,,0.7195122241973877,0.7168348431587219,0.8017890453338623,0.7186449766159058,0.7321315407752991,0.7168348431587219,0.7215789556503296
10,76,,,,,,,,0.7496947646141052,0.7469953894615173,0.7566101551055908,0.7447659373283386,0.7475579380989075,0.7469953894615173,0.7474935054779053,,,,,,,
11,83,,,,,,,,,,,,,,,0.707317054271698,0.7039257884025574,0.8027620911598206,0.7063952684402466,0.71741783618927,0.7039257884025574,0.709553062915802
11,83,,,,,,,,0.7490842342376709,0.7459489703178406,0.7537080645561218,0.744719922542572,0.7509763836860657,0.7459489703178406,0.7477867603302002,,,,,,,
12,90,,,,,,,,,,,,,,,0.704878032207489,0.702344536781311,0.8080127239227295,0.7044371962547302,0.7153069376945496,0.702344536781311,0.7082279324531555
12,90,,,,,,,,0.7496947646141052,0.746931254863739,0.7512686848640442,0.7467331886291504,0.7487190961837769,0.746931254863739,0.7497502565383911,,,,,,,
13,97,,,,,,,,,,,,,,,0.714634120464325,0.7092934846878052,0.8047651052474976,0.7107530236244202,0.7214586138725281,0.7092934846878052,0.7150001525878906
13,97,,,,,,,,0.7509157657623291,0.7478539347648621,0.7502351403236389,0.7479270696640015,0.7513279318809509,0.7478539347648621,0.7508253455162048,,,,,,,
14,104,,,,,,,,,,,,,,,0.709756076335907,0.7083803415298462,0.8028750419616699,0.7085968255996704,0.7206557989120483,0.7083803415298462,0.7118906378746033
14,104,,,,,,,,0.7472527623176575,0.7438739538192749,0.7481719851493835,0.7425850629806519,0.7449606657028198,0.7438739538192749,0.7455204725265503,,,,,,,
15,111,,,,,,,,,,,,,,,0.707317054271698,0.7044417262077332,0.8078107237815857,0.7066677212715149,0.7166444063186646,0.7044417262077332,0.7098386287689209
15,111,,,,,,,,0.7533577680587769,0.7502149343490601,0.7463221549987793,0.7494605183601379,0.7533562779426575,0.7502149343490601,0.7525304555892944,,,,,,,
16,118,,,,,,,,,,,,,,,0.707317054271698,0.7044417262077332,0.8160468339920044,0.7066677212715149,0.7166444063186646,0.7044417262077332,0.7098386287689209
