epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.8012257169287696,0.5884674804470865,0.6567167197570841,0.5884674804470865,0.6023313326890207,0.7794917485303882,0.807123034227567,,0.5941822935552069,0.6824624712072987,0.5941822935552069,0.6105487523212366,0.7836539781631456
