epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.9606481481481481,,0.962203302373581,0.9607866252277355,0.962203302373581,0.9606226173305523,0.9606783209325797
