epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.7162162162162162,0.7087912087912087,0.7283653846153846,0.7087912087912087,0.7071791972866026,0.7099598184957144,0.6956521739130435,,0.6549707602339181,0.7064935064935065,0.6549707602339181,0.6537634408602151,0.6747078073866293
