epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.6449704142011834,,0.6454481792717086,0.6492526588100029,0.6454481792717086,0.6428571428571428,0.6426945835229859
