epoch,step,val_acc,val_balanced_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.78125,0.5555555555555556,0.5215686274509804,0.5555555555555556,0.5375,0.755859375,,,,,,,
