epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.22,,0.21754385964912282,0.2424016563146998,0.21754385964912282,0.22389260092923297,0.22390642344715608
