epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.6666666666666666,,0.642156862745098,0.6551724137931034,0.642156862745098,0.6438955539872971,0.6594213126323218
