epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.5714285714285714,,0.4,0.3333333333333333,0.4,0.36363636363636365,0.5194805194805195
