epoch,step,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,71,,,,,,,,0.7924590110778809,0.5,0.4707832336425781,0.4421072006225586,0.39622950553894043,0.5,0.7007036209106445
0,71,0.7758583426475525,0.49954283237457275,0.5875526666641235,0.46041154861450195,0.49722355604171753,0.49954283237457275,0.7017247080802917,,,,,,,
1,143,,,,,,,,0.7924590110778809,0.5,0.32867687940597534,0.4421072006225586,0.39622950553894043,0.5,0.7007036209106445
1,143,0.7924533486366272,0.5,0.3924393951892853,0.4421054422855377,0.3962266743183136,0.5,0.7006958723068237,,,,,,,
2,215,,,,,,,,0.8781523108482361,0.8054242134094238,0.25831636786460876,0.811218798160553,0.817527174949646,0.8054242134094238,0.8769688606262207
2,215,0.8165025115013123,0.5828496217727661,0.2921043932437897,0.5938820242881775,0.7760665416717529,0.5828496217727661,0.7697534561157227,,,,,,,
3,287,,,,,,,,0.8752142190933228,0.8035705089569092,0.22704920172691345,0.8077067136764526,0.8121045231819153,0.8035705089569092,0.8743494749069214
3,287,0.8737145662307739,0.7993840575218201,0.24307668209075928,0.8046314716339111,0.810310959815979,0.7993840575218201,0.8725830912590027,,,,,,,
4,359,,,,,,,,0.8752142190933228,0.8035705089569092,0.2111993134021759,0.8077067136764526,0.8121045231819153,0.8035705089569092,0.8743494749069214
4,359,0.8735513091087341,0.7992810606956482,0.22166205942630768,0.8044377565383911,0.8100115060806274,0.7992810606956482,0.8724380135536194,,,,,,,
5,431,,,,,,,,0.8752142190933228,0.8035705089569092,0.19060519337654114,0.8077067136764526,0.8121045231819153,0.8035705089569092,0.8743494749069214
5,431,0.8735513091087341,0.7992810606956482,0.20444709062576294,0.8044377565383911,0.8100115060806274,0.7992810606956482,0.8724380135536194,,,,,,,
6,503,,,,,,,,0.901493489742279,0.8687680959701538,0.15818311274051666,0.8555164337158203,0.8441990613937378,0.8687680959701538,0.9031896591186523
6,503,0.8934381604194641,0.8481578230857849,0.1771053820848465,0.8412105441093445,0.8348484039306641,0.8481578230857849,0.8944762349128723,,,,,,,
7,575,,,,,,,,0.9352811574935913,0.9114197492599487,0.1294703632593155,0.9034966826438904,0.8961880207061768,0.9114197492599487,0.935891330242157
7,575,0.9227923154830933,0.8897534608840942,0.1436702013015747,0.8842769861221313,0.8791172504425049,0.8897534608840942,0.9233262538909912,,,,,,,
8,647,,,,,,,,0.9384640455245972,0.9202488660812378,0.11001105606555939,0.9089395999908447,0.8988370895385742,0.9202488660812378,0.939268171787262
8,647,0.9393601417541504,0.9166058301925659,0.11844668537378311,0.9094033241271973,0.9027018547058105,0.9166058301925659,0.939874529838562,,,,,,,
9,719,,,,,,,,0.9574797749519348,0.9541606307029724,0.09494274109601974,0.9376674890518188,0.9234763383865356,0.9541606307029724,0.9582226276397705
9,719,0.9533978700637817,0.9461672306060791,0.10094121843576431,0.9314565658569336,0.9186257123947144,0.9461672306060791,0.9541396498680115,,,,,,,
10,791,,,,,,,,0.9645801186561584,0.9587856531143188,0.08205921202898026,0.9474701881408691,0.9372396469116211,0.9587856531143188,0.9650058746337891
10,791,0.9637629985809326,0.9577380418777466,0.08690730482339859,0.9462792277336121,0.9359357357025146,0.9577380418777466,0.9642049074172974,,,,,,,
11,863,,,,,,,,0.9706194400787354,0.9592583179473877,0.0714118629693985,0.9556858539581299,0.9522237777709961,0.9592583179473877,0.9707328081130981
11,863,0.9699113368988037,0.9614722728729248,0.0752982497215271,0.9549099206924438,0.9487146139144897,0.9614722728729248,0.9701221585273743,,,,,,,
12,935,,,,,,,,0.9773116707801819,0.9640612602233887,0.06271501630544662,0.9654120206832886,0.9667785167694092,0.9640612602233887,0.9772785305976868
12,935,0.973747193813324,0.9606029987335205,0.06596565991640091,0.9601355791091919,0.9596700668334961,0.9606029987335205,0.9737604856491089,,,,,,,
13,1007,,,,,,,,0.9800049066543579,0.9675020575523376,0.056103724986314774,0.9694775938987732,0.9714866876602173,0.9675020575523376,0.9799624681472778
13,1007,0.9777463674545288,0.9635132551193237,0.058364249765872955,0.9659924507141113,0.9685250520706177,0.9635132551193237,0.9776865243911743,,,,,,,
14,1079,,,,,,,,0.9804129600524902,0.9674692153930664,0.050902850925922394,0.9700610637664795,0.9727106094360352,0.9674692153930664,0.980358362197876
14,1079,0.9792970418930054,0.9655559062957764,0.05256429687142372,0.9683420062065125,0.9711952805519104,0.9655559062957764,0.9792346358299255,,,,,,,
