epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,4,,,,,0.6988416910171509,1.2470622062683105
0,4,,,0.47311827540397644,1.349971890449524,,
1,9,,,,,0.6988416910171509,1.078688383102417
1,9,,,0.7005789875984192,1.18449866771698,,
2,14,,,,,0.6988416910171509,0.9257796406745911
2,14,,,0.7005789875984192,1.014394760131836,,
3,19,,,,,0.6988416910171509,0.8430363535881042
3,19,,,0.7005789875984192,0.8813624978065491,,
4,24,,,,,0.6988416910171509,0.8004072308540344
4,24,,,0.7005789875984192,0.8181769251823425,,
5,29,,,,,0.6988416910171509,0.7567574977874756
5,29,,,0.7005789875984192,0.7691587805747986,,
6,34,,,,,0.6988416910171509,0.7154199481010437
6,34,,,0.7005789875984192,0.7294053435325623,,
7,39,,,,,0.7065637111663818,0.6626491546630859
7,39,,,0.7047146558761597,0.6843632459640503,,
8,44,,,,,0.7181467413902283,0.6089605093002319
8,44,,,0.7088502645492554,0.6288219690322876,,
9,49,,,,,0.7413127422332764,0.5560024976730347
9,49,,,0.7311828136444092,0.5760298371315002,,
10,54,,,,,0.8108108043670654,0.5068514943122864
10,54,,,0.773366391658783,0.5253934860229492,,
11,59,,,,,0.8262548446655273,0.4620029032230377
11,59,,,0.8155500292778015,0.4757753610610962,,
12,64,,,,,0.837837815284729,0.42337217926979065
12,64,,,0.8329197764396667,0.4352979362010956,,
13,69,,,,,0.8610038757324219,0.38966813683509827
13,69,,,0.8535979986190796,0.4018346071243286,,
14,74,,,,,0.8725868463516235,0.3609146773815155
14,74,,,0.8668320775032043,0.3683460056781769,,
15,79,,,,,0.876447856426239,0.3355220854282379
15,79,,,0.8775847554206848,0.3377269506454468,,
16,84,,,,,0.8803088665008545,0.3134954869747162
16,84,,,0.8767576217651367,0.3217985928058624,,
17,89,,,,,0.8918918967247009,0.29384058713912964
17,89,,,0.8866832256317139,0.2984848618507385,,
18,94,,,,,0.8918918967247009,0.27774980664253235
18,94,,,0.8825475573539734,0.2918318510055542,,
19,99,,,,,0.9034749269485474,0.26181480288505554
19,99,,,0.8858560919761658,0.2702215015888214,,
20,100,0.8846153616905212,0.2630237638950348,,,,
