epoch,step,train_acc,train_balanced_acc,train_loss,train_macro_f1,train_macro_precision,train_macro_recall,train_weighted_f1,val_acc,val_balanced_acc,val_loss,val_macro_f1,val_macro_precision,val_macro_recall,val_weighted_f1
0,17,,,,,,,,0.8954203724861145,0.895420253276825,0.3050195872783661,0.8948891162872314,0.8975873589515686,0.895420253276825,0.8948891162872314
0,17,0.7109971642494202,0.711003839969635,0.9120874404907227,0.7104580998420715,0.7101117968559265,0.711003839969635,0.7104523181915283,,,,,,,
1,35,,,,,,,,0.9268625974655151,0.9268626570701599,0.20557919144630432,0.9265114068984985,0.9281191229820251,0.9268626570701599,0.9265114665031433
1,35,0.9452991485595703,0.9453023672103882,0.1696241945028305,0.9452546834945679,0.9452759027481079,0.9453023672103882,0.9452514052391052,,,,,,,
2,53,,,,,,,,0.9442925453186035,0.9442926049232483,0.1702192723751068,0.9442774057388306,0.9449470043182373,0.9442926049232483,0.944277286529541
2,53,0.9736751914024353,0.9736766815185547,0.07923010736703873,0.9736669063568115,0.9736944437026978,0.9736766815185547,0.9736658334732056,,,,,,,
3,71,,,,,,,,0.9504442811012268,0.9504444003105164,0.14951299130916595,0.9505760073661804,0.9512079358100891,0.9504444003105164,0.9505760669708252
3,71,0.9829059839248657,0.9829071164131165,0.05098861828446388,0.9828946590423584,0.9829058051109314,0.9829071164131165,0.9828941226005554,,,,,,,
4,89,,,,,,,,0.9548872113227844,0.954887330532074,0.14558234810829163,0.9549649953842163,0.9558312892913818,0.954887330532074,0.9549649953842163
4,89,0.991680920124054,0.9916818141937256,0.02863856963813305,0.9916766881942749,0.9916884899139404,0.9916818141937256,0.9916766881942749,,,,,,,
5,107,,,,,,,,0.9569377899169922,0.956937849521637,0.13699914515018463,0.9570489525794983,0.9579523205757141,0.956937849521637,0.9570490121841431
5,107,0.9965811967849731,0.9965810775756836,0.014043409377336502,0.9965808987617493,0.9965829849243164,0.9965810775756836,0.9965810775756836,,,,,,,
6,125,,,,,,,,0.9583048820495605,0.9583049416542053,0.14437593519687653,0.9583938717842102,0.9591441750526428,0.9583049416542053,0.9583938121795654
6,125,0.9984045624732971,0.9984049201011658,0.009089232422411442,0.9984034895896912,0.9984080791473389,0.9984049201011658,0.9984036087989807,,,,,,,
7,143,,,,,,,,0.9627477526664734,0.9627478122711182,0.13352778553962708,0.9627570509910583,0.962928831577301,0.9627478122711182,0.9627569913864136
