epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,1,,,,,0.4680851101875305,1.607291579246521
0,1,,,0.44164758920669556,1.8029403686523438,,
1,3,,,,,0.4680851101875305,1.5902960300445557
1,3,,,0.44393593072891235,1.7831064462661743,,
2,5,,,,,0.4680851101875305,1.5734142065048218
2,5,,,0.43935927748680115,1.7650792598724365,,
3,7,,,,,0.457446813583374,1.556749701499939
3,7,,,0.44622424244880676,1.7463054656982422,,
4,9,,,,,0.457446813583374,1.5402710437774658
4,9,,,0.44622424244880676,1.7284561395645142,,
5,11,,,,,0.4680851101875305,1.5240472555160522
5,11,,,0.44393593072891235,1.7104741334915161,,
6,13,,,,,0.4680851101875305,1.5081002712249756
6,13,,,0.44164758920669556,1.692112684249878,,
7,15,,,,,0.478723406791687,1.4923670291900635
7,15,,,0.43707093596458435,1.6745247840881348,,
8,17,,,,,0.478723406791687,1.4768319129943848
8,17,,,0.43935927748680115,1.6576220989227295,,
9,19,,,,,0.478723406791687,1.4615261554718018
9,19,,,0.43478259444236755,1.641405463218689,,
10,21,,,,,0.478723406791687,1.4465725421905518
10,21,,,0.43935927748680115,1.6244059801101685,,
11,23,,,,,0.478723406791687,1.431903600692749
11,23,,,0.43478259444236755,1.6082130670547485,,
12,25,,,,,0.478723406791687,1.4175136089324951
12,25,,,0.43249428272247314,1.5925788879394531,,
13,27,,,,,0.478723406791687,1.4034450054168701
13,27,,,0.43249428272247314,1.5770567655563354,,
14,29,,,,,0.4893617033958435,1.3897017240524292
14,29,,,0.43020594120025635,1.5617969036102295,,
15,31,,,,,0.4893617033958435,1.376266598701477
15,31,,,0.43020594120025635,1.5470579862594604,,
16,33,,,,,0.4893617033958435,1.363140344619751
16,33,,,0.43020594120025635,1.5328783988952637,,
17,35,,,,,0.4893617033958435,1.350325107574463
17,35,,,0.43020594120025635,1.5194495916366577,,
18,37,,,,,0.4893617033958435,1.3379108905792236
18,37,,,0.43020594120025635,1.5058859586715698,,
19,39,,,,,0.4893617033958435,1.3259230852127075
19,39,,,0.42562928795814514,1.492132306098938,,
20,40,0.44680851697921753,1.5256073474884033,,,,
