epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.75,,0.7916666666666666,0.8717948717948718,0.7916666666666666,0.7691197691197691,0.7229437229437229
