epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.8664259927797834,,0.5256410256410257,0.9327272727272727,0.5256410256410257,0.5127181096372367,0.8109717907616723
