epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.851063829787234,,0.6201550387596899,0.5737654320987654,0.6201550387596899,0.5927214010681903,0.813415539763793
