epoch,step,test_acc,test_loss,test_balanced_acc,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_f1
0,0,0.75,,0.75,0.8333333333333333,0.75,0.7333333333333334,0.7333333333333334
